1.0,0.999268976563,5.586468914760949e-05
1.2,0.997317679688,8.561567010578854e-05
1.4,0.991636039062,0.0002168364432029285
1.6,0.9793759375,0.0006109408604007191
1.8,0.957672242188,0.0011332278688809694
2.0,0.910734398437,0.002625867993999749
2.1,0.873798554687,0.00398533967218786
2.2,0.7831979375,0.02708207772121245
2.3,0.672070382812,0.0338883851118037
2.4,0.540560882813,0.03831021848985846
2.6,0.305930929688,0.01731755791489122
2.8,0.202773703125,0.01194232288599601
3.0,0.16416,0.006134369045193384
3.25,0.135867601562,0.004238114963120588
3.5,0.122489015625,0.0032947264618047086
3.75,0.10761725,0.0021148382070651926
4.0,0.103162007812,0.0025157527873655933
4.25,0.0952158046875,0.001845242053266057
4.5,0.0890363515625,0.0011072623888224934
4.75,0.08927625,0.0008760363795884956
5.0,0.0851793125,0.0011375709030123009
